categories,distance,name,geocodes.main.latitude,geocodes.main.longitude,geocodes.roof.latitude,geocodes.roof.longitude,location.address,location.country,location.cross_street,location.formatted_address,location.locality,location.postcode,location.region,rating,station_lat,station_long,station_name,geocodes.drop_off.latitude,geocodes.drop_off.longitude,location.address_extended,geocodes.front_door.latitude,geocodes.front_door.longitude
"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",381.0,Macbar et Fromage,45.52283,-73.561563,45.52283,-73.561563,1345 Ontario Rue E,CA,,"1345 Ontario Rue E, Montréal QC H2L 1R8",Montréal,H2L 1R8,QC,7.6,45.52479,-73.56545,Calixa-Lavallée / Sherbrooke,45.522743,-73.561413,,,
"[{'id': 13002, 'name': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}}, {'id': 13034, 'name': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",471.0,La Fabrique Arhoma,45.525605,-73.559229,45.525605,-73.559229,1700 Ontario Rue E,CA,coin Papineau,"1700 Ontario Rue E (coin Papineau), Montréal QC H2L 1S7",Montréal,H2L 1S7,QC,8.7,45.52479,-73.56545,Calixa-Lavallée / Sherbrooke,,,,,
"[{'id': 13034, 'name': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}]",167.0,Brûlerie St-Denis,45.525626,-73.563784,45.525626,-73.563784,1560 Sherbrooke Rue E,CA,,"1560 Sherbrooke Rue E, Montréal QC H2L 4M1",Montréal,H2L 4M1,QC,,45.52479,-73.56545,Calixa-Lavallée / Sherbrooke,,,,,
"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",557.0,Le Mousso,45.520127,-73.563173,45.520127,-73.563173,1023 Ontario Rue E,CA,entre Amherst & St-Timothée,"1023 Ontario Rue E (entre Amherst & St-Timothée), Montréal QC H2L 1P8",Montréal,H2L 1P8,QC,8.8,45.52479,-73.56545,Calixa-Lavallée / Sherbrooke,45.520034,-73.563019,,,
"[{'id': 13027, 'name': 'Bistro', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13148, 'name': 'French Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/french_', 'suffix': '.png'}}]",466.0,Au Petit Extra,45.525485,-73.559516,45.525485,-73.559516,1690 Ontario Rue E,CA,entre De Champlain & Papineau,"1690 Ontario Rue E (entre De Champlain & Papineau), Montréal QC H2L 1S7",Montréal,H2L 1S7,QC,7.5,45.52479,-73.56545,Calixa-Lavallée / Sherbrooke,,,,,
"[{'id': 13034, 'name': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13035, 'name': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",452.0,Café Sfouf,45.521573,-73.561911,45.521573,-73.561911,1250 Ontario Rue E,CA,rue Beaudry,"1250 Ontario Rue E (rue Beaudry), Montréal QC H2L 1R6",Montréal,H2L 1R6,QC,7.4,45.52479,-73.56545,Calixa-Lavallée / Sherbrooke,45.521659,-73.562054,,,
"[{'id': 13049, 'name': 'Diner', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}}]",430.0,Dame Tartine Déjeuner et Dîner,45.525249,-73.559993,45.525249,-73.559993,1652 Ontario Rue E,CA,,"1652 Ontario Rue E, Montréal QC H2L 1S7",Montréal,H2L 1S7,QC,6.9,45.52479,-73.56545,Calixa-Lavallée / Sherbrooke,,,,,
"[{'id': 13148, 'name': 'French Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/french_', 'suffix': '.png'}}]",26.0,Au Pied de Cochon,45.522115,-73.574428,45.522115,-73.574428,536 Duluth Ave E,CA,at Ave. Duluth Est & Ave. de Chateaubriand,"536 Duluth Ave E (at Ave. Duluth Est & Ave. de Chateaubriand), Montréal QC H2L 1A9",Montréal,H2L 1A9,QC,8.6,45.52242565278864,-73.57418417930603,St-Hubert / Duluth,45.522214,-73.574539,,,
"[{'id': 13066, 'name': 'Afghan Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/afghan_', 'suffix': '.png'}}, {'id': 13067, 'name': 'African Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/african_', 'suffix': '.png'}}, {'id': 13309, 'name': 'Middle Eastern Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/middleeastern_', 'suffix': '.png'}}]",73.0,Khyber Pass Restaurant,45.521826,-73.574661,45.521826,-73.574661,506 Duluth Ave E,CA,coin av. de Chateaubriand,"506 Duluth Ave E (coin av. de Chateaubriand), Montréal QC H2L 1A7",Montréal,H2L 1A7,QC,8.3,45.52242565278864,-73.57418417930603,St-Hubert / Duluth,45.521947,-73.574787,,,
"[{'id': 13028, 'name': 'Breakfast Spot', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}}, {'id': 13034, 'name': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13035, 'name': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 17137, 'name': 'Video Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/video_', 'suffix': '.png'}}]",30.0,Café Reine Garçon,45.522396,-73.574582,45.522396,-73.574582,611 Duluth Ave E,CA,St-Hubert,"611 Duluth Ave E (St-Hubert), Montréal QC H2L 1B1",Montréal,H2L 1B1,QC,7.6,45.52242565278864,-73.57418417930603,St-Hubert / Duluth,45.522294,-73.574468,,,
"[{'id': 13177, 'name': 'Greek Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/greek_', 'suffix': '.png'}}]",52.0,Le Jardin de Panos,45.522049,-73.574861,45.522049,-73.574861,521 Duluth Ave E,CA,btw Berri & St-Hubert,"521 Duluth Ave E (btw Berri & St-Hubert), Montreal QC H2L 1A8",Montreal,H2L 1A8,QC,7.5,45.52242565278864,-73.57418417930603,St-Hubert / Duluth,45.521963,-73.574772,,,
"[{'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",171.0,Saint Sushi Bar,45.521131,-73.575316,45.521131,-73.575316,424 Duluth Ave E,CA,,"424 Duluth Ave E, Montréal QC H2L 1A3",Montréal,H2L 1A3,QC,8.9,45.52242565278864,-73.57418417930603,St-Hubert / Duluth,45.521245,-73.57544,,,
"[{'id': 13026, 'name': 'BBQ Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bbqalt_', 'suffix': '.png'}}, {'id': 13055, 'name': 'Fried Chicken Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/friedchicken_', 'suffix': '.png'}}]",193.0,Paradis BBQ,45.523613,-73.576171,45.523613,-73.576171,4165 Saint-Hubert Rue,CA,,"4165 Saint-Hubert Rue, Montréal QC H2L 4A7",Montréal,H2L 4A7,QC,8.3,45.52242565278864,-73.57418417930603,St-Hubert / Duluth,45.523379,-73.576277,,,
"[{'id': 13027, 'name': 'Bistro', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13148, 'name': 'French Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/french_', 'suffix': '.png'}}]",247.0,L'Express,45.520186,-73.574269,45.520186,-73.574269,3927 Saint-Denis Rue,CA,entre Duluth & Roy,"3927 Saint-Denis Rue (entre Duluth & Roy), Montréal QC H2W 2M4",Montréal,H2W 2M4,QC,9.2,45.52242565278864,-73.57418417930603,St-Hubert / Duluth,,,,,
"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",145.0,L'Gros Luxe Plateau,45.521525,-73.575474,45.521525,-73.575474,451 Duluth Ave E,CA,,"451 Duluth Ave E, Montréal QC H2L 1A6",Montréal,H2L 1A6,QC,7.3,45.52242565278864,-73.57418417930603,St-Hubert / Duluth,45.521379,-73.575316,,,
"[{'id': 13352, 'name': 'Thai Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/thai_', 'suffix': '.png'}}, {'id': 13377, 'name': 'Vegan and Vegetarian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vegetarian_', 'suffix': '.png'}}]",244.0,ChuChai,45.520988,-73.576765,45.520988,-73.576765,4088 Saint-Denis Rue,CA,entre Duluth & Rachel,"4088 Saint-Denis Rue (entre Duluth & Rachel), Montréal QC H2W 2M5",Montréal,H2W 2M5,QC,8.5,45.52242565278864,-73.57418417930603,St-Hubert / Duluth,45.521123,-73.576703,# 4088,,
"[{'id': 17062, 'name': 'Chocolate Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/candystore_', 'suffix': '.png'}}]",234.0,Au Festin de Babette,45.521165,-73.576432,45.521165,-73.576432,4085 Saint-Denis Rue,CA,,"4085 Saint-Denis Rue, Montréal QC H2W 2M7",Montréal,H2W 2M7,QC,8.2,45.52242565278864,-73.57418417930603,St-Hubert / Duluth,45.521027,-73.576495,,,
"[{'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}, {'id': 13377, 'name': 'Vegan and Vegetarian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vegetarian_', 'suffix': '.png'}}]",29.0,La Panthère Verte,45.521611,-73.585215,45.521611,-73.585215,145 Ave du Mont-Royal Est,CA,De Bullion,"145 Ave du Mont-Royal Est (De Bullion), Montréal QC H2T 1N9",Montréal,H2T 1N9,QC,8.5,45.52141314643908,-73.58498811721802,de Bullion / du Mont-Royal,45.521516,-73.585113,,,
"[{'id': 13034, 'name': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13035, 'name': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",45.0,La Touche - Bar à café,45.521734,-73.584735,45.521734,-73.584735,164 Ave du Mont-Royal E,CA,de Bullion,"164 Ave du Mont-Royal E (de Bullion), Montréal QC H2T 1P1",Montréal,H2T 1P1,QC,8.5,45.52141314643908,-73.58498811721802,de Bullion / du Mont-Royal,45.521822,-73.58483,,,
"[{'id': 13148, 'name': 'French Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/french_', 'suffix': '.png'}}]",105.0,Plein Sud,45.52214,-73.584312,45.52214,-73.584312,222 Ave du Mont-Royal Est,CA,coin Laval,"222 Ave du Mont-Royal Est (coin Laval), Montréal QC H2T 1P3",Montréal,H2T 1P3,QC,8.0,45.52141314643908,-73.58498811721802,de Bullion / du Mont-Royal,,,,,
"[{'id': 13002, 'name': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}}, {'id': 13027, 'name': 'Bistro', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13309, 'name': 'Middle Eastern Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/middleeastern_', 'suffix': '.png'}}]",160.0,Trip de Bouffe,45.522768,-73.584187,45.522768,-73.584187,277 Ave du Mont-Royal Est,CA,,"277 Ave du Mont-Royal Est, Montréal QC H2T 1P6",Montréal,H2T 1P6,QC,9.2,45.52141314643908,-73.58498811721802,de Bullion / du Mont-Royal,45.522659,-73.584068,,,
"[{'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13343, 'name': 'South American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/argentinian_', 'suffix': '.png'}}]",191.0,Bocadillo,45.520105,-73.58662,45.520105,-73.58662,1 Mount Royal O,CA,coin St-Laurent,"1 Mount Royal O (coin St-Laurent), Montréal QC H2T 2R9",Montréal,H2T 2R9,QC,8.9,45.52141314643908,-73.58498811721802,de Bullion / du Mont-Royal,,,,,
"[{'id': 13002, 'name': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",192.0,Hof Kelsten,45.520322,-73.587111,45.520322,-73.587111,4524 Saint-Laurent Blvd,CA,coin Mont-Royal,"4524 Saint-Laurent Blvd (coin Mont-Royal), Montréal QC H2T 1R3",Montréal,H2T 1R3,QC,8.8,45.52141314643908,-73.58498811721802,de Bullion / du Mont-Royal,45.520433,-73.587061,,,
"[{'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13057, 'name': 'Gastropub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}}]",88.0,Les Torchés,45.520915,-73.585871,45.520915,-73.585871,74 Mont-Royal Ave E,CA,Saint-Dominique,"74 Mont-Royal Ave E (Saint-Dominique), Montréal QC H2T 1N7",Montréal,H2T 1N7,QC,6.9,45.52141314643908,-73.58498811721802,de Bullion / du Mont-Royal,45.520812,-73.585758,,,
"[{'id': 13002, 'name': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}}, {'id': 13040, 'name': 'Dessert Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dessert_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",259.0,Le Toledo,45.523577,-73.583534,45.523577,-73.583534,351 Ave du Mont-Royal E,CA,,"351 Ave du Mont-Royal E, Montréal QC H2T 1R1",Montréal,H2T 1R1,QC,8.8,45.52141314643908,-73.58498811721802,de Bullion / du Mont-Royal,,,,,
"[{'id': 13039, 'name': 'Deli', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13297, 'name': 'Latin American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/latinamerican_', 'suffix': '.png'}}]",231.0,Sabor Latino Andes,45.519465,-73.584564,45.519465,-73.584564,4387 Saint-Laurent Blvd,CA,Rue Marie-Anne E,"4387 Saint-Laurent Blvd (Rue Marie-Anne E), Montréal QC H2W 1Z8",Montréal,H2W 1Z8,QC,8.1,45.52141314643908,-73.58498811721802,de Bullion / du Mont-Royal,45.519338,-73.584621,,,
"[{'id': 13377, 'name': 'Vegan and Vegetarian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vegetarian_', 'suffix': '.png'}}]",276.0,Aux Vivres,45.521318,-73.588403,45.521318,-73.588403,4631 Saint-Laurent Blvd,CA,entre Mont-Royal & Villeneuve,"4631 Saint-Laurent Blvd (entre Mont-Royal & Villeneuve), Montréal QC H2T 1R2",Montréal,H2T 1R2,QC,9.0,45.52141314643908,-73.58498811721802,de Bullion / du Mont-Royal,45.52109,-73.588509,,,
"[{'id': 13035, 'name': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13334, 'name': 'Sandwich Spot', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}]",34.0,Lapin Pressé,45.533164,-73.58428,45.533164,-73.58428,1309 Laurier Ave E,CA,Chambord,"1309 Laurier Ave E (Chambord), Montréal QC H2J 1H4",Montréal,H2J 1H4,QC,8.3,45.5333136054992,-73.58373686671257,de Lanaudière / Laurier,,,,,
"[{'id': 13002, 'name': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}}]",40.0,Fromentier,45.533744,-73.583717,45.533744,-73.583717,1375 Laurier Ave E,CA,coin Garnier,"1375 Laurier Ave E (coin Garnier), Montréal QC H2J 1H6",Montréal,H2J 1H6,QC,8.1,45.5333136054992,-73.58373686671257,de Lanaudière / Laurier,45.533649,-73.583614,,,
"[{'id': 13064, 'name': 'Pizzeria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",136.0,Pizzeria No. 900,45.53438,-73.583204,45.53438,-73.583204,1481 Laurier Ave E,CA,entre Garnier & Fabre,"1481 Laurier Ave E (entre Garnier & Fabre), Montréal QC H2J 1H8",Montréal,H2J 1H8,QC,9.0,45.5333136054992,-73.58373686671257,de Lanaudière / Laurier,45.534246,-73.583062,,,
"[{'id': 13034, 'name': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",67.0,Brulerie Saint-Denis,45.533858,-73.583721,45.533858,-73.583721,1389 Laurier Ave E,CA,Garnier,"1389 Laurier Ave E (Garnier), Montréal QC H2J 1H6",Montréal,H2J 1H6,QC,7.4,45.5333136054992,-73.58373686671257,de Lanaudière / Laurier,45.533709,-73.583559,,,
"[{'id': 13064, 'name': 'Pizzeria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}, {'id': 13236, 'name': 'Italian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}}]",48.0,Stella Pizzeria,45.533338,-73.58414,45.533338,-73.58414,1327 Laurier Ave E,CA,,"1327 Laurier Ave E, Montréal QC H2J 1H4",Montréal,H2J 1H4,QC,7.1,45.5333136054992,-73.58373686671257,de Lanaudière / Laurier,,,,,
"[{'id': 11057, 'name': 'Caterer', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/foodanddrink_', 'suffix': '.png'}}]",170.0,Le Sain Bol,45.53468,-73.58239,45.53468,-73.58239,5095 Fabre Rue,CA,at Laurier,"5095 Fabre Rue (at Laurier), Montréal QC H2J 3W3",Montréal,H2J 3W3,QC,8.5,45.5333136054992,-73.58373686671257,de Lanaudière / Laurier,45.534572,-73.582441,,,
"[{'id': 13034, 'name': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13035, 'name': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}]",178.0,Café Méchants Pinsons,45.534682,-73.582293,45.534682,-73.582293,1546 Laurier Ave E,CA,Rue Fabre,"1546 Laurier Ave E (Rue Fabre), Montréal QC H2J 1H9",Montréal,H2J 1H9,QC,7.8,45.5333136054992,-73.58373686671257,de Lanaudière / Laurier,45.534862,-73.582486,,,
"[{'id': 13077, 'name': 'Belgian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}, {'id': 13383, 'name': 'Steakhouse', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}}]",185.0,Frite Alors,45.534796,-73.582297,45.534796,-73.582297,1562 Laurier Ave E,CA,,"1562 Laurier Ave E, Montreal QC H2J 1H9",Montreal,H2J 1H9,QC,7.7,45.5333136054992,-73.58373686671257,de Lanaudière / Laurier,45.534921,-73.582431,,,
"[{'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",272.0,Sushi Tri Express,45.535374,-73.581831,45.535374,-73.581831,1650 Laurier Ave E,CA,Marquette,"1650 Laurier Ave E (Marquette), Montréal QC H2J 1J2",Montréal,H2J 1J2,QC,8.5,45.5333136054992,-73.58373686671257,de Lanaudière / Laurier,45.535462,-73.581925,,,
"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",35.0,Restaurant Toasteur,45.533057,-73.583986,45.533057,-73.583986,1310 Laurier Ave E,CA,rue St-Hubert,"1310 Laurier Ave E (rue St-Hubert), Montréal QC H2J 1H3",Montréal,H2J 1H3,QC,5.7,45.5333136054992,-73.58373686671257,de Lanaudière / Laurier,,,,,
"[{'id': 13034, 'name': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13148, 'name': 'French Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/french_', 'suffix': '.png'}}, {'id': 13325, 'name': 'Portuguese Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/portuguese_', 'suffix': '.png'}}]",78.0,Chez Jose,45.518745,-73.578098,45.518745,-73.578098,173 Duluth Ave E,CA,coin Hôtel-De-Ville,"173 Duluth Ave E (coin Hôtel-De-Ville), Montréal QC H2W 1H4",Montréal,H2W 1H4,QC,9.0,45.51922631024093,-73.57718793155072,Laval / Duluth,45.518569,-73.577907,,,
"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",84.0,Café Chat l'Heureux,45.518583,-73.577657,45.518583,-73.577657,172 Duluth Ave E,CA,Hotel de ville,"172 Duluth Ave E (Hotel de ville), Montreal QC H2W 1H3",Montréal,H2W 1H3,QC,7.8,45.51922631024093,-73.57718793155072,Laval / Duluth,45.518701,-73.577785,,,
"[{'id': 13028, 'name': 'Breakfast Spot', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}}, {'id': 13032, 'name': 'Cafe, Coffee, and Tea House', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 19005, 'name': 'Cruise', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/boat_', 'suffix': '.png'}}]",133.0,Le P'tit Rustik,45.520422,-73.57665,45.520422,-73.57665,4057 Drolet Rue,CA,Coin avenue Duluth Est,"4057 Drolet Rue (Coin avenue Duluth Est), Montréal QC H2W 2L5",Montréal,H2W 2L5,QC,8.3,45.51922631024093,-73.57718793155072,Laval / Duluth,45.520304,-73.576703,,,
"[{'id': 13352, 'name': 'Thai Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/thai_', 'suffix': '.png'}}, {'id': 13377, 'name': 'Vegan and Vegetarian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vegetarian_', 'suffix': '.png'}}]",203.0,ChuChai,45.520988,-73.576765,45.520988,-73.576765,4088 Saint-Denis Rue,CA,entre Duluth & Rachel,"4088 Saint-Denis Rue (entre Duluth & Rachel), Montréal QC H2W 2M5",Montréal,H2W 2M5,QC,8.5,45.51922631024093,-73.57718793155072,Laval / Duluth,45.521123,-73.576703,# 4088,,
"[{'id': 13034, 'name': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13035, 'name': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13356, 'name': 'Turkish Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/turkish_', 'suffix': '.png'}}]",220.0,Café Replika,45.520257,-73.579164,45.520257,-73.579164,252 Rachel Rue E,CA,coin Laval,"252 Rachel Rue E (coin Laval), Montréal QC H2W 1E6",Montréal,H2W 1E6,QC,8.8,45.51922631024093,-73.57718793155072,Laval / Duluth,45.520471,-73.579395,,,
"[{'id': 13148, 'name': 'French Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/french_', 'suffix': '.png'}}]",115.0,Restaurant la Prunelle,45.520137,-73.57669,45.520137,-73.57669,327 Duluth Ave E,CA,coin Drolet,"327 Duluth Ave E (coin Drolet), Montréal QC H2W 1J1",Montréal,H2W 1J1,QC,7.2,45.51922631024093,-73.57718793155072,Laval / Duluth,45.520023,-73.576566,,,
"[{'id': 13027, 'name': 'Bistro', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13148, 'name': 'French Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/french_', 'suffix': '.png'}}]",236.0,L'Express,45.520186,-73.574269,45.520186,-73.574269,3927 Saint-Denis Rue,CA,entre Duluth & Roy,"3927 Saint-Denis Rue (entre Duluth & Roy), Montréal QC H2W 2M4",Montréal,H2W 2M4,QC,9.2,45.51922631024093,-73.57718793155072,Laval / Duluth,,,,,
"[{'id': 17062, 'name': 'Chocolate Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/candystore_', 'suffix': '.png'}}]",211.0,Au Festin de Babette,45.521165,-73.576432,45.521165,-73.576432,4085 Saint-Denis Rue,CA,,"4085 Saint-Denis Rue, Montréal QC H2W 2M7",Montréal,H2W 2M7,QC,8.2,45.51922631024093,-73.57718793155072,Laval / Duluth,45.521027,-73.576495,,,
