categories,distance,name,geocodes.main.latitude,geocodes.main.longitude,geocodes.roof.latitude,geocodes.roof.longitude,location.address,location.country,location.cross_street,location.formatted_address,location.locality,location.postcode,location.region,rating,station_lat,station_long,station_name,geocodes.drop_off.latitude,geocodes.drop_off.longitude,location.address_extended,geocodes.front_door.latitude,geocodes.front_door.longitude
"[{'id': 13002, 'name': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}}, {'id': 13236, 'name': 'Italian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}}]",240.0,Resto Capucine,45.619509,-73.609503,45.619509,-73.609503,7000 Maurice du Plessis Blvd,CA,Coin Albert-Hudon,"7000 Maurice du Plessis Blvd (Coin Albert-Hudon), Montréal QC H1G 0A1",Montréal,H1G 0A1,QC,,45.61749978312808,-73.60601127147675,Cégep Marie-Victorin,,,,,
"[{'id': 13002, 'name': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}}, {'id': 13047, 'name': 'Pastry Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dessert_', 'suffix': '.png'}}]",587.0,Biscuits Heavenly Taste Biscotti,45.622126,-73.601188,45.622126,-73.601188,11737 4e Ave,CA,,"11737 4e Ave, Montréal QC H1E 3C2",Montréal,H1E 3C2,QC,,45.61749978312808,-73.60601127147675,Cégep Marie-Victorin,,,,,
"[{'id': 13236, 'name': 'Italian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}}]",941.0,Restaurant Prima Luna,45.617439,-73.593995,45.617439,-73.593995,7301 Henri-Bourassa Blvd E,CA,,"7301 Henri-Bourassa Blvd E, Montréal QC H1E 2Z6",Montréal,H1E 2Z6,QC,7.4,45.61749978312808,-73.60601127147675,Cégep Marie-Victorin,,,,,
"[{'id': 13352, 'name': 'Thai Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/thai_', 'suffix': '.png'}}]",696.0,Restaurant Phoenix Oriental,45.6233,-73.602149,45.6233,-73.602149,7230 Maurice-Duplessis Blvd,CA,Maurice Duplessis,"7230 Maurice-Duplessis Blvd (Maurice Duplessis), Montreal QC H1E 4A7",Rivière-des-Prairies-Pointe-aux-Trembles,H1E 4A7,QC,,45.61749978312808,-73.60601127147675,Cégep Marie-Victorin,,,,,
"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",773.0,Restaurant Shekz,45.623543,-73.60138,45.623543,-73.60138,7272 Maurice-Duplessis Blvd,CA,,"7272 Maurice-Duplessis Blvd, Montreal QC H1E 6Z7",Montreal,H1E 6Z7,QC,,45.61749978312808,-73.60601127147675,Cégep Marie-Victorin,,,,,
"[{'id': 13064, 'name': 'Pizzeria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",964.0,Pizzeria Etc,45.617734,-73.593471,45.617734,-73.593471,7303 Henri-Bourassa Blvd E,CA,Louis-H-Lafontaine,"7303 Henri-Bourassa Blvd E (Louis-H-Lafontaine), Montréal QC H1E 2Z6",Montréal,H1E 2Z6,QC,,45.61749978312808,-73.60601127147675,Cégep Marie-Victorin,,,,,
"[{'id': 13031, 'name': 'Burger Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}, {'id': 13326, 'name': 'Poutine Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",157.0,Frite Alors,45.515385,-73.564524,45.515385,-73.564524,1710 Saint-Denis Rue,CA,entre Ontario et Emery,"1710 Saint-Denis Rue (entre Ontario et Emery), Montréal QC H2X 3K6",Montréal,H2X 3K6,QC,7.7,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario),,,,,
"[{'id': 13064, 'name': 'Pizzeria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",208.0,Pizzeria Dei Compari,45.515115,-73.563789,45.515115,-73.563789,1668 Saint-Denis Rue,CA,coin de Maisonneuve,"1668 Saint-Denis Rue (coin de Maisonneuve), Montréal QC H2X 3K6",Montréal,H2X 3K6,QC,8.3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario),,,,,
"[{'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}, {'id': 13305, 'name': 'Burrito Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burrito_', 'suffix': '.png'}}]",129.0,M4 Burritos,45.515944,-73.564929,45.515944,-73.564929,1773 Saint-Denis Rue,CA,coin Ontario,"1773 Saint-Denis Rue (coin Ontario), Montréal QC H2X 3K4",Montréal,H2X 3K4,QC,7.3,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario),45.515794,-73.564998,,,
"[{'id': 13389, 'name': 'Irish Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}]",158.0,Patrick'S Pub Irlandais,45.515508,-73.564043,45.515508,-73.564043,1707 Saint-Denis Rue,CA,entre Ontario & De Maisonneuve,"1707 Saint-Denis Rue (entre Ontario & De Maisonneuve), Montréal QC H2X 3K4",Montréal,H2X 3K4,QC,7.4,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario),45.515385,-73.564099,,,
"[{'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",134.0,Taiyo Sushi,45.516541,-73.566353,45.516541,-73.566353,2073 Saint-Denis Rue,CA,,"2073 Saint-Denis Rue, Montréal QC H2X 3K8",Montréal,H2X 3K8,QC,7.0,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario),,,,,
"[{'id': 13309, 'name': 'Middle Eastern Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/middleeastern_', 'suffix': '.png'}}]",229.0,Omnivore,45.515133,-73.562917,45.515133,-73.562917,1633 Saint-Denis Rue,CA,,"1633 Saint-Denis Rue, Montréal QC H2X 3K3",Montréal,H2X 3K3,QC,7.7,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario),45.514896,-73.563026,,,
"[{'id': 13030, 'name': 'Buffet', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13377, 'name': 'Vegan and Vegetarian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vegetarian_', 'suffix': '.png'}}]",146.0,Resto Végo,45.515496,-73.564624,45.515496,-73.564624,1720 Saint-Denis Rue,CA,,"1720 Saint-Denis Rue, Montréal QC H2X 3K6",Montréal,H2X 3K6,QC,6.9,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario),,,,,
"[{'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}, {'id': 13334, 'name': 'Sandwich Spot', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}]",283.0,Vua Sandwichs,45.514746,-73.562372,45.514746,-73.562372,1579 Saint-Denis Rue,CA,entre De Maisonneuve & Émery,"1579 Saint-Denis Rue (entre De Maisonneuve & Émery), Montréal QC H2X 3K3",Montréal,H2X 3K3,QC,8.5,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario),,,,,
"[{'id': 13034, 'name': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",294.0,Café Saint-Henri Quartier Latin,45.514313,-73.564151,45.514313,-73.564151,301 Emery Rue,CA,entre St-Denis & Sanguinet,"301 Emery Rue (entre St-Denis & Sanguinet), Montréal QC H2X 1J2",Montréal,H2X 1J2,QC,8.5,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario),,,,,
"[{'id': 13072, 'name': 'Asian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}}]",263.0,S.O.Qun,45.514914,-73.562523,45.514914,-73.562523,1587 Saint-Denis Rue,CA,Emery,"1587 Saint-Denis Rue (Emery), Montréal QC H2X 3K3",Montréal,H2X 3K3,QC,7.8,45.516926210319546,-73.56425732374191,Gare d'autocars de Montréal (Berri / Ontario),,,,,
"[{'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",546.0,Nirvana Sushi,45.512891,-73.710929,45.512891,-73.710929,2500 des Nations Rue,CA,,"2500 des Nations Rue, Montréal QC H4R 3J9",Montréal,H4R 3J9,QC,,45.506175841460966,-73.71118605136871,Ateliers municipaux de St-Laurent (Cavendish / Poirier),,,,,
"[{'id': 13302, 'name': 'Mediterranean Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/mediterranean_', 'suffix': '.png'}}]",755.0,Challenger la Piazza,45.512823,-73.711459,45.512823,-73.711459,2525 des Nations,CA,Boul Poirier,"2525 des Nations (Boul Poirier), Montreal QC",Montreal,,QC,7.0,45.506175841460966,-73.71118605136871,Ateliers municipaux de St-Laurent (Cavendish / Poirier),45.512888,-73.711122,,,
"[{'id': 13035, 'name': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",895.0,Allô! Mon Coco,45.498532,-73.707616,45.498532,-73.707616,3131 Blvd de la Côte-Vertu,CA,,"3131 Blvd de la Côte-Vertu, Montréal QC H4R 1Y8",Montréal,H4R 1Y8,QC,7.5,45.506175841460966,-73.71118605136871,Ateliers municipaux de St-Laurent (Cavendish / Poirier),,,Place Vertu,,
"[{'id': 13031, 'name': 'Burger Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",902.0,McDonald's,45.498726,-73.706509,45.498726,-73.706509,3131 de la Cote-Vertu Blvd,CA,btwn rue Beaulac & boul. Cavendish,"3131 de la Cote-Vertu Blvd (btwn rue Beaulac & boul. Cavendish), Saint-Laurent QC H4R 1Y8",Saint-Laurent,H4R 1Y8,QC,5.9,45.506175841460966,-73.71118605136871,Ateliers municipaux de St-Laurent (Cavendish / Poirier),,,Place Vertu,,
"[{'id': 13309, 'name': 'Middle Eastern Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/middleeastern_', 'suffix': '.png'}}, {'id': 13302, 'name': 'Mediterranean Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/mediterranean_', 'suffix': '.png'}}]",881.0,Grillades Torino,45.498709,-73.707283,45.498709,-73.707283,3131 de la Cote-Vertu Blvd,CA,Cavendish,"3131 de la Cote-Vertu Blvd (Cavendish), Saint-Laurent QC H4R 1Y8",Saint-Laurent,H4R 1Y8,QC,,45.506175841460966,-73.71118605136871,Ateliers municipaux de St-Laurent (Cavendish / Poirier),,,Place Vertu,,
"[{'id': 13039, 'name': 'Deli', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",917.0,Subway,45.498501,-73.706404,45.498501,-73.706404,3131 Vertu Blvd Cote,CA,Beaulac,"3131 Vertu Blvd Cote (Beaulac), Saint-Laurent QC H4R 1Y5",Saint-Laurent,H4R 1Y5,QC,5.6,45.506175841460966,-73.71118605136871,Ateliers municipaux de St-Laurent (Cavendish / Poirier),45.497338,-73.704197,Fc39,,
"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",952.0,Place Tevere,45.498553,-73.706648,45.498553,-73.706648,3131 de la Cote-Vertu Blvd,CA,,"3131 de la Cote-Vertu Blvd, Saint-Laurent QC H4R 1Y8",Saint-Laurent,H4R 1Y8,QC,,45.506175841460966,-73.71118605136871,Ateliers municipaux de St-Laurent (Cavendish / Poirier),,,Place Vertu,,
"[{'id': 13099, 'name': 'Chinese Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}}, {'id': 13315, 'name': 'Noodle Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/ramen_', 'suffix': '.png'}}]",1129.0,Tiki-Ming,45.498837,-73.70661,45.498837,-73.70661,3131 Blvd Côte Vertu,CA,Cavendish,"3131 Blvd Côte Vertu (Cavendish), Saint-Laurent QC H4R 1Y8",Saint-Laurent,H4R 1Y8,QC,,45.506175841460966,-73.71118605136871,Ateliers municipaux de St-Laurent (Cavendish / Poirier),,,M-8,,
"[{'id': 13058, 'name': 'Hot Dog Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/hotdog_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",90.0,Decarie Hot Dog,45.513691,-73.681551,45.513691,-73.681551,953 Decarie Blvd,CA,cote-vertu,"953 Decarie Blvd (cote-vertu), Montréal QC H4L 3M3",Montréal,H4L 3M3,QC,7.8,45.5129938566323,-73.68249848484993,Place Rodolphe-Rousseau (Gohier / Édouard-Laurin),,,,,
"[{'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",104.0,A&W Restaurant,45.513951,-73.682674,45.513951,-73.682674,1494 Blvd de la Cote-Vertu,CA,,"1494 Blvd de la Cote-Vertu, Montréal QC H4L 1Z8",Montréal,H4L 1Z8,QC,7.4,45.5129938566323,-73.68249848484993,Place Rodolphe-Rousseau (Gohier / Édouard-Laurin),,,,,
"[{'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",210.0,Kyoto Restaurants Japonais,45.512539,-73.679622,45.512539,-73.679622,861 Decarie Blvd,CA,at rue Morin,"861 Decarie Blvd (at rue Morin), Saint-Laurent QC H4L 3L7",Saint-Laurent,H4L 3L7,QC,7.4,45.5129938566323,-73.68249848484993,Place Rodolphe-Rousseau (Gohier / Édouard-Laurin),,,,,
"[{'id': 13039, 'name': 'Deli', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",127.0,Subway,45.514182,-73.682391,45.5143,-73.682299,993 Blvd Décarie,CA,,"993 Blvd Décarie, Montréal QC H4L 3M7",Montréal,H4L 3M7,QC,6.4,45.5129938566323,-73.68249848484993,Place Rodolphe-Rousseau (Gohier / Édouard-Laurin),45.514207,-73.682393,,45.514182,-73.682391
"[{'id': 13064, 'name': 'Pizzeria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",121.0,Pizza Pizza,45.513951,-73.682674,45.513951,-73.682674,1000 Decarie Blvd,CA,,"1000 Decarie Blvd, Saint-Laurent QC H4L 3M5",Saint-Laurent,H4L 3M5,QC,6.3,45.5129938566323,-73.68249848484993,Place Rodolphe-Rousseau (Gohier / Édouard-Laurin),,,,,
"[{'id': 13099, 'name': 'Chinese Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}}]",103.0,Restaurant Kam Do,45.513966,-73.681997,45.513966,-73.681997,1001 Decarie Blvd,CA,at boul. de la Côte-Vertu,"1001 Decarie Blvd (at boul. de la Côte-Vertu), Saint-Laurent QC H4L 3M6",Saint-Laurent,H4L 3M6,QC,,45.5129938566323,-73.68249848484993,Place Rodolphe-Rousseau (Gohier / Édouard-Laurin),,,,,
"[{'id': 13031, 'name': 'Burger Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",141.0,McDonald's,45.513408,-73.684157,45.513408,-73.684157,1565 Ch. de la Cote Vertu,CA,,"1565 Ch. de la Cote Vertu, Saint-Laurent QC H4L 2A1",Saint-Laurent,H4L 2A1,QC,5.8,45.5129938566323,-73.68249848484993,Place Rodolphe-Rousseau (Gohier / Édouard-Laurin),,,,,
"[{'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}, {'id': 13302, 'name': 'Mediterranean Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/mediterranean_', 'suffix': '.png'}}, {'id': 13309, 'name': 'Middle Eastern Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/middleeastern_', 'suffix': '.png'}}]",119.0,Shawarma Royal,45.513072,-73.681288,45.513072,-73.681288,930 Decarie Blvd,CA,Decelles,"930 Decarie Blvd (Decelles), Montréal QC H4L 3M4",Montréal,H4L 3M4,QC,,45.5129938566323,-73.68249848484993,Place Rodolphe-Rousseau (Gohier / Édouard-Laurin),,,,,
"[{'id': 13289, 'name': 'Korean Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/korean_', 'suffix': '.png'}}]",122.0,Bol Orange,45.514133,-73.682148,45.514133,-73.682148,983 Decarie Blvd,CA,Boul. de la Côte Vertu,"983 Decarie Blvd (Boul. de la Côte Vertu), Saint-Laurent QC H4L 3M6",Saint-Laurent,H4L 3M6,QC,,45.5129938566323,-73.68249848484993,Place Rodolphe-Rousseau (Gohier / Édouard-Laurin),,,,,
"[{'id': 13309, 'name': 'Middle Eastern Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/middleeastern_', 'suffix': '.png'}}]",134.0,Grillade Yasmine,45.513935,-73.683449,45.513935,-73.683449,1015 Devarie,CA,,"1015 Devarie, Saint-Laurent QC",Saint-Laurent,,QC,,45.5129938566323,-73.68249848484993,Place Rodolphe-Rousseau (Gohier / Édouard-Laurin),,,,,
"[{'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",324.0,Ben & Florentine,45.512014,-73.693556,45.512014,-73.693556,1928 Thimens Blvd,CA,Marcel-Laurin,"1928 Thimens Blvd (Marcel-Laurin), Montréal QC H4R 1K2",Montréal,H4R 1K2,QC,7.3,45.51473429416659,-73.69144901633263,Centre des loisirs (Tassé / Grenet),,,,,
"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13343, 'name': 'South American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/argentinian_', 'suffix': '.png'}}]",270.0,St-Hubert Express,45.51232,-73.692549,45.51232,-73.692549,1300 Marcel-Laurin Blvd,CA,,"1300 Marcel-Laurin Blvd, Saint-Laurent QC H4R 1J9",Saint-Laurent,H4R 1J9,QC,6.9,45.51473429416659,-73.69144901633263,Centre des loisirs (Tassé / Grenet),,,,,
"[{'id': 13302, 'name': 'Mediterranean Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/mediterranean_', 'suffix': '.png'}}]",413.0,Lylac,45.516335,-73.69608,45.516335,-73.69608,1625 Marcel-Laurin Blvd,CA,,"1625 Marcel-Laurin Blvd, Saint-Laurent QC H4R 0B7",Saint-Laurent,H4R 0B7,QC,8.2,45.51473429416659,-73.69144901633263,Centre des loisirs (Tassé / Grenet),,,,,
"[{'id': 13034, 'name': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13035, 'name': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",416.0,Second Cup CAFÉ & Cie,45.515984,-73.696552,45.515984,-73.696552,1555 Marcel-Laurin Blvd,CA,,"1555 Marcel-Laurin Blvd, Saint-Laurent QC H4R 0B7",Saint-Laurent,H4R 0B7,QC,7.1,45.51473429416659,-73.69144901633263,Centre des loisirs (Tassé / Grenet),,,,,
"[{'id': 13147, 'name': 'Fondue Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",262.0,Première Fondue,45.512543,-73.69275,45.512543,-73.69275,1320 Marcel-Laurin Blvd,CA,,"1320 Marcel-Laurin Blvd, Montréal QC H4R 1J9",Montréal,H4R 1J9,QC,,45.51473429416659,-73.69144901633263,Centre des loisirs (Tassé / Grenet),45.512843,-73.692553,,,
"[{'id': 13064, 'name': 'Pizzeria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}, {'id': 13236, 'name': 'Italian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}}]",273.0,Trattoria la Villetta,45.512421,-73.693134,45.512421,-73.693134,1898 Boulevard Thimens,CA,,"1898 Boulevard Thimens, St Laurent QC H4R 2K2",St Laurent,H4R 2K2,QC,,45.51473429416659,-73.69144901633263,Centre des loisirs (Tassé / Grenet),,,,,
"[{'id': 13034, 'name': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",299.0,123 Café,45.51436,-73.682156,45.51436,-73.682156,1470 Blvd de la Côte-Vertu,CA,,"1470 Blvd de la Côte-Vertu, Saint-Laurent QC H4L 1Z7",Saint-Laurent,H4L 1Z7,QC,,45.51473429416659,-73.69144901633263,Centre des loisirs (Tassé / Grenet),,,,,
"[{'id': 13064, 'name': 'Pizzeria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}, {'id': 13236, 'name': 'Italian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}}]",517.0,Ottavio,45.510113,-73.689469,45.510113,-73.689469,1134 Marcel-Laurin Blvd,CA,coin Côte-Vertu,"1134 Marcel-Laurin Blvd (coin Côte-Vertu), Montréal QC H4R 1J7",Montréal,H4R 1J7,QC,7.2,45.51473429416659,-73.69144901633263,Centre des loisirs (Tassé / Grenet),,,,,
"[{'id': 13096, 'name': 'Cambodian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13352, 'name': 'Thai Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/thai_', 'suffix': '.png'}}]",697.0,Restaurant Asie Moderne,45.519321,-73.697298,45.519321,-73.697298,1676 Poirier Rue,CA,Crevier,"1676 Poirier Rue (Crevier), Saint-Laurent QC H4L 1J3",Saint-Laurent,H4L 1J3,QC,8.1,45.51473429416659,-73.69144901633263,Centre des loisirs (Tassé / Grenet),,,,,
"[{'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",674.0,A&W Restaurant,45.513951,-73.682674,45.513951,-73.682674,1494 Blvd de la Cote-Vertu,CA,,"1494 Blvd de la Cote-Vertu, Montréal QC H4L 1Z8",Montréal,H4L 1Z8,QC,7.4,45.51473429416659,-73.69144901633263,Centre des loisirs (Tassé / Grenet),,,,,
"[{'id': 13223, 'name': 'South Indian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",697.0,Restaurant Kuljit India,45.524554,-73.712889,45.524554,-73.712889,1911 Keller Blvd,CA,,"1911 Keller Blvd, Montréal QC H4K 2V6",Montréal,H4K 2V6,QC,8.5,45.52234149817879,-73.72167885303497,Parc Marlborough (Beauzèle / Robichaud),,,,,
"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",588.0,Nuit de Beyrouth,45.527355,-73.720063,45.527355,-73.720063,12208 Laurentien Blvd,CA,,"12208 Laurentien Blvd, Montréal QC H4K 1M9",Montréal,H4K 1M9,QC,6.8,45.52234149817879,-73.72167885303497,Parc Marlborough (Beauzèle / Robichaud),,,,,
"[{'id': 11104, 'name': 'Import and Export Service', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/default_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",763.0,Petinos,45.518001,-73.713773,45.518001,-73.713773,5520 Henri-Bourassa Blvd O,CA,at Marcel-Laurin,"5520 Henri-Bourassa Blvd O (at Marcel-Laurin), Saint-Laurent QC H4R 0M6",Saint-Laurent,H4R 0M6,QC,7.9,45.52234149817879,-73.72167885303497,Parc Marlborough (Beauzèle / Robichaud),,,,,
